Left,Right,Date
UIC Flames,Milwaukee Panthers,1/17/2017
UIC Flames,Valparaiso Crusaders,1/22/2017
UIC Flames,Northern Kentucky Norse,1/27/2017
UIC Flames,Wright State Raiders,1/29/2017
UIC Flames,Milwaukee Panthers,2/4/2017
UIC Flames,Youngstown State Penguins,2/9/2017
UIC Flames,Oakland Golden Grizzlies,2/19/2017
UIC Flames,Northern Kentucky Norse,2/24/2017
UIC Flames,Wright State Raiders,2/26/2017
UIC Flames,Milwaukee Panthers,3/6/2017
Illinois Fighting Illini,North Carolina State Wolfpack,11/29/2016
Illinois Fighting Illini,Wisconsin Badgers,1/31/2017
Illinois State Redbirds,Murray State Racers,11/11/2016
Illinois State Redbirds,Ferris St.,11/27/2016
Illinois State Redbirds,New Mexico Lobos,12/3/2016
Illinois State Redbirds,UT Martin Skyhawks,12/10/2016
Illinois State Redbirds,Saint Joseph's Hawks,12/18/2016
Illinois State Redbirds,San Francisco Dons,12/23/2016
Illinois State Redbirds,Loyola Chicago Ramblers,1/1/2017
Illinois State Redbirds,Missouri State Bears,1/4/2017
Illinois State Redbirds,Indiana State Sycamores,1/7/2017
Illinois State Redbirds,Southern Illinois Salukis,1/11/2017
Illinois State Redbirds,Wichita State Shockers,1/14/2017
Illinois State Redbirds,Indiana State Sycamores,1/25/2017
Illinois State Redbirds,UNI Panthers,2/1/2017
Illinois State Redbirds,Wichita State Shockers,2/4/2017
Illinois State Redbirds,Missouri State Bears,2/15/2017
Illinois State Redbirds,Loyola Chicago Ramblers,2/19/2017
Illinois State Redbirds,Southern Illinois Salukis,2/22/2017
Illinois State Redbirds,UNI Panthers,2/25/2017
Illinois State Redbirds,Southern Illinois Salukis,3/4/2017
Incarnate Word Cardinals,St. Edward's,11/15/2016
Incarnate Word Cardinals,Howard Payne,11/21/2016
Incarnate Word Cardinals,LIU Brooklyn Blackbirds,12/3/2016
Incarnate Word Cardinals,Texas Lutheran,12/7/2016
Incarnate Word Cardinals,Tex. A&M Int'l,12/10/2016
Incarnate Word Cardinals,UNLV Runnin' Rebels,12/14/2016
Incarnate Word Cardinals,Loyola Marymount Lions,12/17/2016
Incarnate Word Cardinals,Nicholls Colonels,12/31/2016
Incarnate Word Cardinals,Southeastern Louisiana Lions,1/2/2017
Incarnate Word Cardinals,Northwestern State Demons,1/5/2017
Incarnate Word Cardinals,New Orleans Privateers,1/7/2017
Incarnate Word Cardinals,Lamar Cardinals,1/11/2017
Incarnate Word Cardinals,Stephen F. Austin Lumberjacks,1/21/2017
Incarnate Word Cardinals,McNeese State Cowboys,2/2/2017
Incarnate Word Cardinals,Stephen F. Austin Lumberjacks,2/9/2017
Incarnate Word Cardinals,Sam Houston State Bearkats,2/11/2017
Incarnate Word Cardinals,Texas A&M-Corpus Christi Islanders,2/15/2017
Incarnate Word Cardinals,Sam Houston State Bearkats,2/18/2017
Incarnate Word Cardinals,Nicholls Colonels,2/23/2017
Incarnate Word Cardinals,Texas A&M-Corpus Christi Islanders,3/4/2017
Indiana State Sycamores,Northern Illinois Huskies,11/11/2016
Indiana State Sycamores,Mo.-St. Louis,11/19/2016
Indiana State Sycamores,Quinnipiac Bobcats,11/27/2016
Indiana State Sycamores,Northern Illinois Huskies,11/30/2016
Indiana State Sycamores,Utah State Aggies,12/3/2016
Indiana State Sycamores,Valparaiso Crusaders,12/17/2016
Indiana State Sycamores,Wichita State Shockers,12/28/2016
Indiana State Sycamores,Missouri State Bears,12/31/2016
Indiana State Sycamores,Southern Illinois Salukis,1/4/2017
Indiana State Sycamores,Missouri State Bears,1/18/2017
Indiana State Sycamores,Wichita State Shockers,1/21/2017
Indiana State Sycamores,Loyola Chicago Ramblers,1/28/2017
Indiana State Sycamores,UNI Panthers,2/4/2017
Indiana State Sycamores,Loyola Chicago Ramblers,2/15/2017
Indiana State Sycamores,Southern Illinois Salukis,2/19/2017
Indiana State Sycamores,UNI Panthers,2/22/2017
Iona Gaels,Nevada Wolf Pack,11/20/2016
Iona Gaels,Weber State Wildcats,11/25/2016
Iona Gaels,Nevada Wolf Pack,11/26/2016
Iona Gaels,Saint Peter's Peacocks,12/2/2016
Iona Gaels,Niagara Purple Eagles,12/4/2016
Iona Gaels,Ohio Bobcats,12/10/2016
Iona Gaels,NJIT Highlanders,12/14/2016
Iona Gaels,UC Santa Barbara Gauchos,12/21/2016
Iona Gaels,Towson Tigers,12/22/2016
Iona Gaels,Marist Red Foxes,12/31/2016
Iona Gaels,Monmouth Hawks,1/6/2017
Iona Gaels,Quinnipiac Bobcats,1/14/2017
Iona Gaels,Manhattan Jaspers,1/17/2017
Iona Gaels,Quinnipiac Bobcats,1/23/2017
Iona Gaels,Siena Saints,1/27/2017
Iona Gaels,Saint Peter's Peacocks,1/29/2017
Iona Gaels,Rider Broncs,2/3/2017
Iona Gaels,Siena Saints,2/7/2017
Iona Gaels,Niagara Purple Eagles,2/12/2017
Iona Gaels,Marist Red Foxes,2/17/2017
Iona Gaels,Rider Broncs,2/19/2017
Iona Gaels,Manhattan Jaspers,2/24/2017
Iona Gaels,Monmouth Hawks,2/26/2017
Iona Gaels,Rider Broncs,3/4/2017
Iona Gaels,Saint Peter's Peacocks,3/5/2017
Iona Gaels,Siena Saints,3/6/2017
Jackson State Tigers,Xavier (LA),11/11/2016
Jackson State Tigers,Southeastern Louisiana Lions,11/16/2016
Jackson State Tigers,North Carolina Central Eagles,11/18/2016
Jackson State Tigers,Western Carolina Catamounts,11/26/2016
Jackson State Tigers,Blue Mountain,12/15/2016
Jackson State Tigers,Fisk,12/30/2016
Jackson State Tigers,Southern University Jaguars,1/9/2017
Jackson State Tigers,Prairie View A&M Panthers,1/14/2017
Jackson State Tigers,Texas Southern Tigers,1/16/2017
Jackson State Tigers,Mississippi Valley State Delta Devils,1/28/2017
Jackson State Tigers,Southern University Jaguars,2/6/2017
Jackson State Tigers,Prairie View A&M Panthers,2/11/2017
Jackson State Tigers,Texas Southern Tigers,2/13/2017
Jackson State Tigers,Mississippi Valley State Delta Devils,2/25/2017
Jackson State Tigers,Southern University Jaguars,3/7/2017
Jacksonville Dolphins,Youngstown State Penguins,11/18/2016
Jacksonville Dolphins,South Alabama Jaguars,11/20/2016
Jacksonville Dolphins,Trinity Baptist,11/23/2016
Jacksonville Dolphins,North Carolina A&T Aggies,11/26/2016
Jacksonville Dolphins,Milwaukee Panthers,11/30/2016
Jacksonville Dolphins,Marist Red Foxes,12/10/2016
Jacksonville Dolphins,Fla. Memorial,12/19/2016
Jacksonville Dolphins,Thomas (GA),12/28/2016
Jacksonville Dolphins,South Carolina State Bulldogs,12/31/2016
Jacksonville Dolphins,Middle Ga. St.,1/3/2017
Jacksonville Dolphins,North Florida Ospreys,1/7/2017
Jacksonville Dolphins,NJIT Highlanders,1/12/2017
Jacksonville Dolphins,USC Upstate Spartans,1/14/2017
Jacksonville Dolphins,Lipscomb Bisons,1/19/2017
Jacksonville Dolphins,Kennesaw State Owls,1/21/2017
Jacksonville Dolphins,Stetson Hatters,1/25/2017
Jacksonville Dolphins,Stetson Hatters,1/30/2017
Jacksonville Dolphins,USC Upstate Spartans,2/9/2017
Jacksonville Dolphins,NJIT Highlanders,2/11/2017
Jacksonville Dolphins,Kennesaw State Owls,2/16/2017
Jacksonville Dolphins,Lipscomb Bisons,2/18/2017
Jacksonville Dolphins,North Florida Ospreys,2/23/2017
Jacksonville Dolphins,North Florida Ospreys,2/27/2017
Jacksonville State Gamecocks,Missouri State Bears,11/13/2016
Jacksonville State Gamecocks,Dalton St.,11/22/2016
Jacksonville State Gamecocks,Northern Arizona Lumberjacks,11/26/2016
